fixture_id,api_football_id,date,competition2,Competition_id,home_team,home_team_id,away_team,away_team_id,goals_home,goals_away,status,home_coach,home_coach_api_id,away_coach,away_coach_api_id,home_shots_total,away_shots_total,home_shots_on_goal,away_shots_on_goal,home_shots_inside_box,away_shots_inside_box,home_shots_outside_box,away_shots_outside_box,home_blocked_shots,away_blocked_shots,home_penalties,away_penalties,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_goals_ht,away_goals_ht
350147,118117,2019-01-12 13:30:00+00:00,AFC Asian Cup,83,Yemen,3005,Iraq,2780,0,3,FT,J. Kocian,2455.0,S. Katanec,360.0,6.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0
350152,118118,2019-01-12 16:00:00+00:00,AFC Asian Cup,83,Lebanon,2768,Serbia,1907,0,2,FT,M. Radulović,2457.0,Pizzi,1691.0,3.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0
350153,118119,2019-01-13 11:00:00+00:00,AFC Asian Cup,83,North Korea,2997,Qatar,1904,0,6,FT,Kim Yong-Jun,2456.0,Félix Sánchez,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
350154,118120,2019-01-13 13:30:00+00:00,AFC Asian Cup,83,Oman,2785,Japan,1915,0,1,FT,P. Verbeek,2446.0,H. Moriyasu,323.0,4.0,8.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,3.0,2.0,0.0,0.0,0.0,1.0
350155,118121,2019-01-13 16:00:00+00:00,AFC Asian Cup,83,Turkmenistan,2887,Uzbekistan,2772,0,4,FT,Ý. Hojageldiýew,2458.0,H. Cúper,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
350156,118122,2019-01-14 16:00:00+00:00,AFC Asian Cup,83,United Arab Emirates,2775,Thailand,2783,1,1,FT,A. Zaccheroni,2447.0,S. Yodyadthai,2445.0,7.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0
350157,118123,2019-01-14 16:00:00+00:00,AFC Asian Cup,83,India,2769,Bahrain,2778,0,1,FT,S. Constantine,5631.0,M. Soukup,2449.0,2.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0
350158,118124,2019-01-15 13:30:00+00:00,AFC Asian Cup,83,Australia,1929,Syria,2773,3,2,FT,G. Arnold,356.0,Fajr Ebrahim,354.0,10.0,9.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0
350159,118125,2019-01-15 13:30:00+00:00,AFC Asian Cup,83,Palestine,2777,Jordan,2782,0,0,FT,Noureddine Ali,2453.0,V. Borkelmans,361.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0
350160,118126,2019-01-16 13:30:00+00:00,AFC Asian Cup,83,South Korea,1921,China,2770,2,0,FT,Paulo Bento,325.0,M. Lippi,357.0,12.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0
350161,118127,2019-01-16 13:30:00+00:00,AFC Asian Cup,83,Kyrgyzstan,2784,Philippines,2995,3,1,FT,A. Krestinin,2448.0,S. Eriksson,2454.0,21.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0
350162,118128,2019-01-16 16:00:00+00:00,AFC Asian Cup,83,Iran,1903,Iraq,2780,0,0,FT,Carlos Queiroz,324.0,S. Katanec,360.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0
350163,118129,2019-01-16 16:00:00+00:00,AFC Asian Cup,83,Vietnam,2774,Yemen,3005,2,0,FT,Park Hang-Seo,2444.0,J. Kocian,2455.0,6.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,8.0,1.0,3.0,0.0,0.0,1.0,0.0
350164,118130,2019-01-17 13:30:00+00:00,AFC Asian Cup,83,Japan,1915,Uzbekistan,2772,2,1,FT,H. Moriyasu,323.0,H. Cúper,350.0,10.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,2.0,0.0,0.0,1.0,1.0
350165,118131,2019-01-17 13:30:00+00:00,AFC Asian Cup,83,Oman,2785,Turkmenistan,2887,3,1,FT,P. Verbeek,2446.0,Ý. Hojageldiýew,2458.0,16.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0
350166,118132,2019-01-17 16:00:00+00:00,AFC Asian Cup,83,Serbia,1907,Qatar,1904,0,2,FT,Pizzi,1691.0,Félix Sánchez,352.0,9.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,2.0,3.0,0.0,0.0,0.0,1.0
350167,118133,2019-01-17 16:00:00+00:00,AFC Asian Cup,83,Lebanon,2768,North Korea,2997,4,1,FT,M. Radulović,2457.0,Kim Yong-Jun,2456.0,15.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,1.0,4.0,0.0,0.0,1.0,1.0
350148,118083,2019-01-20 11:00:00+00:00,AFC Asian Cup,83,Jordan,2782,Vietnam,2774,2,2,PEN,V. Borkelmans,361.0,Park Hang-Seo,2444.0,10.0,13.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0
350149,118084,2019-01-20 14:00:00+00:00,AFC Asian Cup,83,Thailand,2783,China,2770,1,2,FT,S. Yodyadthai,2445.0,M. Lippi,357.0,6.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0
350150,118085,2019-01-20 17:00:00+00:00,AFC Asian Cup,83,Iran,1903,Oman,2785,2,0,FT,Carlos Queiroz,324.0,P. Verbeek,2446.0,10.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0
350151,118086,2019-01-21 11:00:00+00:00,AFC Asian Cup,83,Japan,1915,Serbia,1907,1,0,FT,H. Moriyasu,323.0,Pizzi,1691.0,3.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0
350168,118087,2019-01-21 14:00:00+00:00,AFC Asian Cup,83,Australia,1929,Uzbekistan,2772,0,0,PEN,G. Arnold,356.0,H. Cúper,350.0,13.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0
350169,118088,2019-01-21 17:00:00+00:00,AFC Asian Cup,83,United Arab Emirates,2775,Kyrgyzstan,2784,3,2,AET,A. Zaccheroni,2447.0,A. Krestinin,2448.0,10.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,1.0,3.0,0.0,0.0,1.0,1.0
350170,118089,2019-01-22 13:00:00+00:00,AFC Asian Cup,83,South Korea,1921,Bahrain,2778,2,1,AET,Paulo Bento,325.0,M. Soukup,2449.0,16.0,12.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0
350171,118090,2019-01-22 16:00:00+00:00,AFC Asian Cup,83,Qatar,1904,Iraq,2780,1,0,FT,Félix Sánchez,352.0,S. Katanec,360.0,7.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0
350172,118091,2019-01-24 13:00:00+00:00,AFC Asian Cup,83,Vietnam,2774,Japan,1915,0,1,FT,Park Hang-Seo,2444.0,H. Moriyasu,323.0,8.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
350173,118092,2019-01-24 16:00:00+00:00,AFC Asian Cup,83,China,2770,Iran,1903,0,3,FT,M. Lippi,357.0,Carlos Queiroz,324.0,4.0,14.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0
350174,118093,2019-01-25 13:00:00+00:00,AFC Asian Cup,83,South Korea,1921,Qatar,1904,0,1,FT,Paulo Bento,325.0,Félix Sánchez,352.0,7.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
350175,118094,2019-01-25 16:00:00+00:00,AFC Asian Cup,83,United Arab Emirates,2775,Australia,1929,1,0,FT,A. Zaccheroni,2447.0,G. Arnold,356.0,2.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0
351544,218259,2019-01-28 01:00:00+00:00,International friendlies,88,United States,1926,Panama,2634,3,0,FT,Nuno Pinto,2529.0,G. Stempel,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
350176,118095,2019-01-28 14:00:00+00:00,AFC Asian Cup,83,Iran,1903,Japan,1915,0,3,FT,Carlos Queiroz,324.0,H. Moriyasu,323.0,8.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
350177,118096,2019-01-29 14:00:00+00:00,AFC Asian Cup,83,Qatar,1904,United Arab Emirates,2775,4,0,FT,Félix Sánchez,352.0,A. Zaccheroni,2447.0,6.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0
350178,118097,2019-02-01 14:00:00+00:00,AFC Asian Cup,83,Japan,1915,Qatar,1904,1,3,FT,H. Moriyasu,323.0,Félix Sánchez,352.0,7.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0
351545,218260,2019-02-02 20:30:00+00:00,International friendlies,88,United States,1926,Costa Rica,1931,2,0,FT,G. Berhalter,314.0,G. Matosas,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351554,218358,2019-02-21 14:00:00+00:00,International friendlies,88,Kazakhstan,1976,Moldova,1991,1,0,FT,,,A. Spiridon,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351555,218359,2019-02-27 19:00:00+00:00,International friendlies,88,Cuba,2832,Bermuda,2839,5,0,FT,R. Mederos,379.0,K. Lightbourne,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
351546,218261,2019-03-03 21:00:00+00:00,International friendlies,88,Bolivia,2633,Nicaragua,2852,2,2,FT,E. Villegas,317.0,H. Duarte,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
351556,218360,2019-03-07 03:30:00+00:00,International friendlies,88,El Salvador,2837,Guatemala,2831,3,1,FT,C. de Los Cobos,347.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
351557,218361,2019-03-16 23:00:00+00:00,International friendlies,88,Bahamas,2853,Turks and Caicos Islands,2851,6,1,FT,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
351559,218373,2019-03-18 05:00:00+00:00,International friendlies,88,Solomon Islands,2890,Vanuatu,2910,3,1,FT,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
351560,218374,2019-03-18 07:30:00+00:00,International friendlies,88,Fiji,2891,New Caledonia,3008,3,0,FT,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
351561,218375,2019-03-19 11:30:00+00:00,International friendlies,88,Myanmar,3000,Taiwan,2999,0,0,FT,A. Hey,2535.0,Vom Ca-Nhum,2536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351562,218376,2019-03-20 15:00:00+00:00,International friendlies,88,Iraq,2780,Syria,2773,1,0,FT,S. Katanec,360.0,B. Stange,2452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351547,218262,2019-03-20 19:45:00+00:00,International friendlies,88,Wales,1927,Trinidad and Tobago,2845,1,0,FT,R. Giggs,114.0,D. Lawrence,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351548,218263,2019-03-20 19:45:00+00:00,International friendlies,88,Germany,1914,Serbia,1925,1,1,FT,J. Löw,113.0,M. Krstajić,202.0,17.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0
351549,218264,2019-03-21 13:45:00+00:00,International friendlies,88,United Arab Emirates,2775,Serbia,1907,2,1,FT,Saleem Abdel Rahman,320.0,Youssef Anbar,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
150684,132759,2019-03-21 15:00:00+00:00,UEFA European Championship,79,Kazakhstan,1976,Scotland,1964,3,0,FT,M. Bílek,47.0,A. McLeish,165.0,10.0,10.0,6.0,2.0,5.0,7.0,5.0,3.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0
351563,218377,2019-03-21 15:30:00+00:00,International friendlies,88,Kuwait,2885,Nepal,2889,0,0,FT,R. Jozak,2537.0,B. Maharjan,2538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150686,132760,2019-03-21 17:00:00+00:00,UEFA European Championship,79,Cyprus,1977,San Marino,1978,5,0,FT,R. Ben Shimon,78.0,F. Varrella,77.0,32.0,1.0,10.0,0.0,18.0,1.0,14.0,0.0,10.0,0.0,2.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
351550,218265,2019-03-21 18:00:00+00:00,International friendlies,88,Kosovo,2005,Denmark,1908,2,2,FT,B. Challandes,201.0,Å. Hareide,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
150689,132761,2019-03-21 19:45:00+00:00,UEFA European Championship,79,Northern Ireland,1979,Estonia,1980,2,0,FT,M. O'Neill,166.0,M. Reim,167.0,19.0,5.0,7.0,2.0,11.0,3.0,8.0,2.0,6.0,1.0,1.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
150691,132762,2019-03-21 19:45:00+00:00,UEFA European Championship,79,Netherlands,1901,Belarus,1981,4,0,FT,R. Koeman,73.0,I. Kriushenko,72.0,10.0,8.0,6.0,1.0,8.0,6.0,2.0,2.0,0.0,4.0,1.0,0.0,3.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0
150693,132763,2019-03-21 19:45:00+00:00,UEFA European Championship,79,Slovakia,1970,Hungary,1965,2,0,FT,P. Hapal,168.0,M. Rossi,74.0,11.0,16.0,7.0,5.0,6.0,7.0,5.0,9.0,1.0,8.0,0.0,0.0,4.0,8.0,4.0,3.0,0.0,0.0,1.0,0.0
150695,132764,2019-03-21 19:45:00+00:00,UEFA European Championship,79,Croatia,1913,Azerbaijan,1982,2,1,FT,Z. Dalić,115.0,N. Jurčević,75.0,21.0,6.0,5.0,2.0,12.0,5.0,9.0,1.0,7.0,1.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
150698,132765,2019-03-21 19:45:00+00:00,UEFA European Championship,79,Israel,1983,Slovenia,1968,1,1,FT,A. Herzog,169.0,M. Kek,116.0,7.0,17.0,4.0,7.0,5.0,13.0,2.0,4.0,1.0,6.0,0.0,0.0,4.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0
150700,132766,2019-03-21 19:45:00+00:00,UEFA European Championship,79,North Macedonia,1984,Latvia,1985,3,1,FT,I. Angelovski,119.0,S. Stojanovič,170.0,25.0,7.0,8.0,2.0,16.0,2.0,9.0,5.0,10.0,2.0,0.0,0.0,12.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0
150702,132767,2019-03-21 19:45:00+00:00,UEFA European Championship,79,Austria,1969,Poland,1911,0,1,FT,F. Foda,117.0,J. Brzęczek,118.0,16.0,10.0,2.0,5.0,9.0,7.0,7.0,3.0,4.0,3.0,0.0,0.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0
150704,132768,2019-03-21 19:45:00+00:00,UEFA European Championship,79,Belgium,1916,Russia,1986,3,1,FT,Roberto Martínez,48.0,S. Cherchesov,79.0,15.0,4.0,6.0,2.0,8.0,2.0,7.0,2.0,5.0,0.0,1.0,0.0,8.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0
351551,218266,2019-03-22 00:00:00+00:00,International friendlies,88,United States,1926,Ecuador,1905,1,0,FT,G. Berhalter,314.0,H. Gómez,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351552,218267,2019-03-22 10:20:00+00:00,International friendlies,88,Japan,1915,Colombia,2635,0,1,FT,H. Moriyasu,323.0,Carlos Queiroz,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351553,218268,2019-03-22 11:00:00+00:00,International friendlies,88,South Korea,1921,Bolivia,2633,1,0,FT,Paulo Bento,325.0,E. Villegas,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150706,132769,2019-03-22 17:00:00+00:00,UEFA European Championship,79,Bulgaria,1987,Montenegro,1988,1,1,FT,P. Hubchev,171.0,L. Tumbaković,172.0,14.0,8.0,3.0,4.0,10.0,3.0,4.0,5.0,3.0,1.0,1.0,0.0,6.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0
150707,132770,2019-03-22 19:45:00+00:00,UEFA European Championship,79,England,1902,Czech Republic,1971,5,0,FT,G. Southgate,173.0,J. Šilhavý,174.0,13.0,7.0,8.0,2.0,10.0,4.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
150708,132771,2019-03-22 19:45:00+00:00,UEFA European Championship,79,Portugal,1922,Ukraine,1973,0,0,FT,Fernando Santos,175.0,A. Shevchenko,176.0,18.0,5.0,8.0,1.0,10.0,3.0,8.0,2.0,5.0,3.0,0.0,0.0,18.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
150709,132772,2019-03-22 19:45:00+00:00,UEFA European Championship,79,Luxembourg,1989,Lithuania,1990,2,1,FT,L. Holtz,177.0,V. Urbonas,178.0,24.0,11.0,7.0,6.0,10.0,9.0,14.0,2.0,6.0,1.0,0.0,0.0,6.0,5.0,3.0,2.0,0.0,0.0,1.0,1.0
150710,132773,2019-03-22 19:45:00+00:00,UEFA European Championship,79,Moldova,1991,France,1928,1,4,FT,A. Spiridon,179.0,D. Deschamps,180.0,4.0,17.0,1.0,10.0,3.0,11.0,1.0,6.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,3.0
150711,132774,2019-03-22 19:45:00+00:00,UEFA European Championship,79,Andorra,1992,Iceland,1993,0,2,FT,Koldo,181.0,E. Hamrén,182.0,4.0,14.0,2.0,4.0,0.0,11.0,4.0,3.0,2.0,4.0,0.0,0.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
150712,132775,2019-03-22 19:45:00+00:00,UEFA European Championship,79,Albania,1967,Turkey,1974,0,2,FT,C. Panucci,183.0,Ş. Güneş,184.0,12.0,3.0,3.0,2.0,7.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0
351564,218269,2019-03-22 20:00:00+00:00,International friendlies,88,Argentina,1906,Venezuela,2631,1,3,FT,L. Scaloni,326.0,R. Dudamel,327.0,10.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0
351565,218270,2019-03-23 00:00:00+00:00,International friendlies,88,Peru,2629,Paraguay,2636,1,0,FT,R. Gareca,328.0,E. Berizzo,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
351566,218271,2019-03-23 01:00:00+00:00,International friendlies,88,Guatemala,2831,Costa Rica,1931,1,0,FT,M. Villatoro,330.0,G. Matosas,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
351567,218272,2019-03-23 02:15:00+00:00,International friendlies,88,Mexico,1910,Chile,2630,3,1,FT,G. Martino,331.0,R. Rueda,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150713,132776,2019-03-23 14:00:00+00:00,UEFA European Championship,79,Georgia,1975,Switzerland,1918,0,2,FT,V. Weiss,185.0,V. Petković,186.0,6.0,25.0,1.0,8.0,3.0,19.0,3.0,6.0,1.0,10.0,0.0,0.0,2.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0
351580,218378,2019-03-23 15:00:00+00:00,International friendlies,88,Jordan,2782,Syria,2773,0,1,FT,V. Borkelmans,361.0,B. Stange,2452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150714,132777,2019-03-23 17:00:00+00:00,UEFA European Championship,79,Gibraltar,1994,Republic of Ireland,1995,0,1,FT,J. Ribas,187.0,M. McCarthy,188.0,8.0,12.0,3.0,4.0,3.0,7.0,5.0,5.0,1.0,2.0,0.0,0.0,3.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0
150715,132778,2019-03-23 17:00:00+00:00,UEFA European Championship,79,Sweden,1996,Romania,1972,2,1,FT,J. Andersson,189.0,C. Contra,190.0,17.0,14.0,6.0,5.0,15.0,7.0,2.0,7.0,3.0,4.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0
150716,132779,2019-03-23 17:00:00+00:00,UEFA European Championship,79,Malta,1997,Faroe Islands,1998,2,1,FT,R. Farrugia,191.0,L. Olsen,192.0,9.0,10.0,2.0,4.0,4.0,9.0,5.0,1.0,3.0,3.0,1.0,0.0,3.0,7.0,3.0,4.0,1.0,0.0,1.0,0.0
351568,218273,2019-03-23 17:00:00+00:00,International friendlies,88,Brazil,1924,Panama,2634,1,1,FT,Tite,333.0,Julio Dely Valdés,334.0,17.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0
150718,132780,2019-03-23 19:45:00+00:00,UEFA European Championship,79,Spain,1930,Norway,1999,2,1,FT,Luis Enrique,193.0,L. Lagerbäck,194.0,26.0,4.0,11.0,2.0,21.0,3.0,5.0,1.0,3.0,0.0,1.0,1.0,9.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0
150720,132781,2019-03-23 19:45:00+00:00,UEFA European Championship,79,Liechtenstein,2000,Greece,2001,0,2,FT,H. Kolvidsson,195.0,A. Anastasiadis,196.0,3.0,31.0,0.0,10.0,1.0,21.0,2.0,10.0,0.0,10.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0
150722,132782,2019-03-23 19:45:00+00:00,UEFA European Championship,79,Italy,1966,Finland,2002,2,0,FT,R. Mancini,197.0,M. Kanerva,198.0,11.0,9.0,3.0,1.0,8.0,3.0,3.0,6.0,1.0,2.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
150725,132783,2019-03-23 19:45:00+00:00,UEFA European Championship,79,Bosnia and Herzegovina,2003,Armenia,2004,2,1,FT,R. Prosinečki,199.0,A. Gyulbudaghyants,200.0,19.0,7.0,6.0,2.0,13.0,5.0,6.0,2.0,8.0,2.0,0.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
350000,118070,2019-03-24 13:00:00+00:00,Africa Cup of Nations,82,Zimbabwe,2739,Congo,2984,2,0,FT,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
150727,132784,2019-03-24 14:00:00+00:00,UEFA European Championship,79,Wales,1927,Slovakia,1970,1,0,FT,R. Giggs,114.0,P. Hapal,168.0,14.0,13.0,4.0,4.0,10.0,10.0,4.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0
150729,132785,2019-03-24 14:00:00+00:00,UEFA European Championship,79,Kazakhstan,1976,Russia,1986,0,4,FT,M. Bílek,47.0,S. Cherchesov,79.0,7.0,18.0,2.0,7.0,0.0,14.0,7.0,4.0,1.0,4.0,0.0,0.0,2.0,9.0,4.0,1.0,0.0,0.0,0.0,2.0
